,token,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
1240,2939,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01597896654047543, 0.004660531907638666, -0.013315805450396189]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.08140285644531249, 3.6918589599609373, 9.13627353515625]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1241,2940,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010785802414820914, 0.0014647385995435807, -0.01744370514001901]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0047884033203125, 3.5577836669921874, 9.287108239746093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1242,2941,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013182647395892227, 0.008921589651765448, -0.015180018213451656]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0047884033203125, 3.574543078613281, 9.253589416503905]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1243,2942,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01265001517787638, 0.0031957933080950856, -0.017843179303530896]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.01915361328125, 3.545812658691406, 9.188945971679686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1244,2943,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01265001517787638, -0.0010652644360316951, -0.0111852765783328]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.086191259765625, 3.6056677001953124, 9.217676391601563]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1245,2944,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.020106866230098247, 0.0029294771990871615, -0.015046860158947694]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.05746083984375, 3.6463691284179687, 9.246406811523437]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1246,2945,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010785802414820914, 0.0001331580545039619, -0.016644756812995237]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00239420166015625, 3.6391865234374996, 9.287108239746093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1247,2946,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01344896350490015, 0.014647385995435809, -0.01597896654047543]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.00239420166015625, 3.651157531738281, 9.191340173339842]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1248,2947,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019973708175594285, 0.003062635253591124, -0.012916331286884304]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.023942016601562498, 3.651157531738281, 8.95670841064453]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1249,2948,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013182647395892227, -0.0027963191445832, -0.0066579027251980945]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00718260498046875, 3.660734338378906, 9.0788126953125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1250,2949,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.019174759848570515, -0.00625842856168621, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.023942016601562498, 3.679887951660156, 9.289502441406249]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1251,2950,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.007856325215733753, -0.0023968449810713144, -0.012383699068868458]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.040701428222656245, 3.5673604736328124, 9.220070593261719]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1252,2951,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011052118523828838, 0.0001331580545039619, -0.010652644360316953]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0383072265625, 3.5098996337890624, 9.260772021484375]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1253,2952,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01265001517787638, -0.0009321063815277333, -0.011451592687340723]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0047884033203125, 3.6439749267578123, 9.188945971679686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1254,2953,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013049489341388266, 0.0015978966540475428, -0.01890844373956259]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.033518823242187495, 3.6248213134765623, 9.119514123535156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1255,2954,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.008122641324741676, -0.0006657902725198095, -0.014514227940931847]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00718260498046875, 3.687070556640625, 9.239224206542968]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1256,2955,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013049489341388266, 0.0035952674716069714, -0.011717908796348646]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0143652099609375, 3.670311145019531, 9.368511096191405]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1257,2956,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010120012142301104, -0.0042610577441267805, -0.014647385995435809]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0047884033203125, 3.718195178222656, 9.165003955078124]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1258,2957,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011717908796348646, 0.00692421883420602, -0.011717908796348646]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0, 3.7325603881835936, 9.05965908203125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1259,2958,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010519486305812991, 0.00625842856168621, -0.015180018213451656]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00239420166015625, 3.5984850952148437, 9.102754711914063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1260,2959,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011717908796348646, 0.0049268480166465905, -0.013582121559404116]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0909796630859375, 3.7301661865234372, 9.169792358398437]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1261,2960,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.0009321063815277333, -0.015845808485971467]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.031124621582031248, 3.670311145019531, 9.251195214843749]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1262,2961,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.007723167161229791, 0.0003994741635118857, -0.013049489341388266]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.047884033203124995, 3.6008792968749996, 9.248801013183593]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1263,2962,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017576863194522972, 0.002530003035575276, -0.009454221869781294]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.016759411621093748, 3.5865140869140624, 9.100360510253905]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1264,2963,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0167779148674992, -0.005725796343670361, -0.014913702104443732]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.062249243164062495, 3.660734338378906, 9.119514123535156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1265,2964,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011451592687340723, -0.0010652644360316951, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.028730419921875, 3.632003918457031, 9.344569079589844]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1266,2965,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.009321063815277333, -0.009187905760773371, -0.014114753777419962]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.023942016601562498, 3.6631285400390623, 9.342174877929686]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1267,2966,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011984224905356573, 0.0021305288720633903, -0.015313176267955617]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.07900865478515624, 3.6727053466796873, 9.244012609863281]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1268,2967,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.021172130666129944, 0.007190534943213943, -0.010918960469324876]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.01915361328125, 3.6272155151367187, 9.09796630859375]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1269,2968,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0167779148674992, 0.007057376888709981, -0.013582121559404116]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.031124621582031248, 3.6727053466796873, 9.042899670410156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1270,2969,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01384843766841204, -0.0035952674716069714, -0.014514227940931847]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02633621826171875, 3.6487633300781246, 9.205705383300781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1271,2970,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.00972053797878922, -0.0010652644360316951, -0.010253170196805066]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.023942016601562498, 3.6056677001953124, 9.251195214843749]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1272,2971,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.007989483270237714, 0.0007989483270237714, -0.01344896350490015]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00239420166015625, 3.5913024902343746, 9.253589416503905]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1273,2972,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.009454221869781294, 0.004793689962142629, -0.008655273542757524]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0430956298828125, 3.5625720703124997, 9.165003955078124]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1274,2973,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017843179303530896, -0.004127899689622819, -0.016511598758491276]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02633621826171875, 3.622427111816406, 9.102754711914063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1275,2974,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01611212459497939, 0.007190534943213943, -0.012383699068868458]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0430956298828125, 3.67749375, 9.227253198242186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1276,2975,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.005992112452678286, -0.003062635253591124, -0.008522115488253561]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.06464344482421874, 3.6559459350585937, 9.258377819824219]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1277,2976,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.004660531907638666, -0.016378440703987314]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.07900865478515624, 3.758896606445312, 9.105148913574219]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1278,2977,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015712650431467506, 0.0019973708175594286, -0.009853696033293181]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.016759411621093748, 3.6583401367187496, 9.129090930175781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1279,2978,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014647385995435809, 0.007057376888709981, -0.015579492376963544]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.04548983154296875, 3.6439749267578123, 9.05965908203125]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1280,2979,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01384843766841204, -0.004793689962142629, -0.009986854087797143]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.033518823242187495, 3.6487633300781246, 9.251195214843749]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1281,2980,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013049489341388266, -0.0019973708175594286, -0.012250541014364496]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0143652099609375, 3.5529952636718747, 9.200916979980468]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1282,2981,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015579492376963544, 0.005326322180158476, -0.011717908796348646]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0526724365234375, 3.4763808105468748, 9.210493786621093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1283,2982,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014514227940931847, 0.010918960469324876, -0.016245282649483352]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.02633621826171875, 3.5673604736328124, 9.179369165039063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1284,2983,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014381069886427886, -0.002530003035575276, -0.013582121559404116]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.02633621826171875, 3.6104561035156246, 9.179369165039063]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1285,2984,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011052118523828838, 0.0033289513625990473, -0.011851066850852611]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.033518823242187495, 3.6200329101562496, 9.193734375]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1286,2985,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.011851066850852611, -0.005459480234662438, -0.019840550121090324]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0143652099609375, 3.6080619018554687, 9.337386474609374]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1287,2986,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, -0.0009321063815277333, -0.008255799379245638]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.023942016601562498, 3.6822821533203123, 9.267954626464844]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1288,2987,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01744370514001901, -0.0049268480166465905, -0.014381069886427886]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.01915361328125, 3.6056677001953124, 9.023746057128905]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1289,2988,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.02157160482964183, 0.002663161090079238, -0.013582121559404116]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00239420166015625, 3.6463691284179687, 9.119514123535156]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1290,2989,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.01691107292200316, 0.004660531907638666, -0.013715279613908078]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0383072265625, 3.6918589599609373, 9.165003955078124]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1291,2990,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010918960469324876, -0.0003994741635118857, -0.014514227940931847]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02154781494140625, 3.5482068603515624, 9.248801013183593]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1292,2991,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015579492376963544, 0.006391586616190171, -0.014381069886427886]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.00239420166015625, 3.5601778686523438, 9.303867651367186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1293,2992,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010652644360316953, 0.002663161090079238, -0.014247911831923924]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0047884033203125, 3.6248213134765623, 9.145850341796875]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1294,2993,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.008122641324741676, 0.0111852765783328, -0.011052118523828838]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02633621826171875, 3.5793314819335937, 9.129090930175781]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1295,2994,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.013981595722916, 0.0055926382891664, -0.01731054708551505]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.02633621826171875, 3.6248213134765623, 9.296685046386719]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1296,2995,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.014247911831923924, 0.0029294771990871615, -0.012383699068868458]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.0526724365234375, 3.6343981201171873, 9.380482104492186]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1297,2996,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.010785802414820914, 0.006524744670694133, -0.014913702104443732]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.055066638183593745, 3.718195178222656, 9.133879333496093]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1298,2997,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.017976337358034857, 0.004394215798630743, -0.014913702104443732]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[0.03591302490234375, 3.727771984863281, 9.198522778320312]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
1299,2998,"[0.0, 0.0, 0.0, 1.0]","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.015046860158947694, 0.008921589651765448, -0.015712650431467506]","[0.0006, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0006]","[-0.0047884033203125, 3.7397429931640622, 9.038111267089842]","[0.01, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.01]"
